player_id,player_name,runs_scored,wickets,runs_conceded,catches,stumpings,match_date,opposition,match_id
2,Steve Smith,24*,1,29,1,0,30 Jan 2011,v England Brisbane,91
2,Steve Smith,0,1,40,1,0,2 Feb 2011,v England Sydney,92
2,Steve Smith,11,0,24,0,0,21 Feb 2011,v Zimbabwe Ahmedabad,93
2,Steve Smith,DNB,1,44,0,0,25 Feb 2011,v New Zealand Nagpur,94
2,Steve Smith,TDNB,0,17,1,0,5 Mar 2011,v Sri Lanka Colombo (RPS),95
2,Steve Smith,17*,0,36,0,0,13 Mar 2011,v Kenya Bengaluru,96
2,Steve Smith,DNB,0,18,0,0,16 Mar 2011,v Canada Bengaluru,97
2,Steve Smith,25,-,-,0,0,19 Mar 2011,v Pakistan Colombo (RPS),98
2,Steve Smith,1,1,41,1,0,9 Apr 2011,v Bangladesh Mirpur,99
2,Steve Smith,DNB,2,34,2,0,11 Apr 2011,v Bangladesh Mirpur,100
2,Steve Smith,5,0,45,1,0,13 Apr 2011,v Bangladesh Mirpur,101
2,Steve Smith,DNB,0,18,1,0,10 Aug 2011,v Sri Lanka Pallekele,102
2,Steve Smith,DNB,-,-,0,0,14 Aug 2011,v Sri Lanka Hambantota,103
2,Steve Smith,18,0,15,1,0,16 Aug 2011,v Sri Lanka Hambantota,104
2,Steve Smith,21,0,9,0,0,10 Jul 2012,v England Manchester,105
13,David Warner,32,-,-,0,0,10 Jul 2012,v England Manchester,105
2,Steve Smith,8,0,16,0,0,13 Jan 2013,v Sri Lanka Adelaide,106
11,Glenn Maxwell,8,0,19,1,0,13 Jan 2013,v Sri Lanka Adelaide,106
2,Steve Smith,19,-,-,1,0,24 Jan 2014,v England Perth,107
11,Glenn Maxwell,26,1,37,0,0,24 Jan 2014,v England Perth,107
2,Steve Smith,1,3,16,0,0,25 Aug 2014,v Zimbabwe Harare,108
10,Mitch Marsh,89,1,15,1,0,25 Aug 2014,v Zimbabwe Harare,108
11,Glenn Maxwell,93,-,-,1,0,25 Aug 2014,v Zimbabwe Harare,108
15,Mitchell Starc.,DNB,2,23,1,0,25 Aug 2014,v Zimbabwe Harare,108
2,Steve Smith,31,0,20,2,0,27 Aug 2014,v South Africa Harare,109
10,Mitch Marsh,5,0,36,0,0,27 Aug 2014,v South Africa Harare,109
11,Glenn Maxwell,7,0,20,0,0,27 Aug 2014,v South Africa Harare,109
15,Mitchell Starc.,DNB,2,62,0,0,27 Aug 2014,v South Africa Harare,109
2,Steve Smith,36,-,-,2,0,2 Sep 2014,v South Africa Harare,110
10,Mitch Marsh,86*,2,23,1,0,2 Sep 2014,v South Africa Harare,110
11,Glenn Maxwell,2,2,22,0,0,2 Sep 2014,v South Africa Harare,110
15,Mitchell Starc.,1*,0,47,0,0,2 Sep 2014,v South Africa Harare,110
2,Steve Smith,10,1,9,0,0,6 Sep 2014,v South Africa Harare,111
10,Mitch Marsh,27,0,25,0,0,6 Sep 2014,v South Africa Harare,111
11,Glenn Maxwell,0,1,12,0,0,6 Sep 2014,v South Africa Harare,111
15,Mitchell Starc.,29*,0,27,0,0,6 Sep 2014,v South Africa Harare,111
2,Steve Smith,101,-,-,1,0,7 Oct 2014,v Pakistan Sharjah,112
5,Sean Abbott,3,1,25,0,0,7 Oct 2014,v Pakistan Sharjah,112
11,Glenn Maxwell,21,2,29,1,0,7 Oct 2014,v Pakistan Sharjah,112
13,David Warner,43,-,-,2,0,7 Oct 2014,v Pakistan Sharjah,112
2,Steve Smith,12,-,-,3,0,10 Oct 2014,v Pakistan Dubai (DSC),113
11,Glenn Maxwell,76,0,19,2,0,10 Oct 2014,v Pakistan Dubai (DSC),113
13,David Warner,29,-,-,0,0,10 Oct 2014,v Pakistan Dubai (DSC),113
2,Steve Smith,77,0,7,2,0,12 Oct 2014,v Pakistan Abu Dhabi,114
11,Glenn Maxwell,20,2,41,1,0,12 Oct 2014,v Pakistan Abu Dhabi,114
13,David Warner,56,-,-,1,0,12 Oct 2014,v Pakistan Abu Dhabi,114
15,Mitchell Starc.,5,1,33,0,0,12 Oct 2014,v Pakistan Abu Dhabi,114
2,Steve Smith,10,-,-,1,0,16 Nov 2014,v South Africa Perth,115
8,Josh Hazlewood,0*,5,31,0,0,16 Nov 2014,v South Africa Perth,115
10,Mitch Marsh,67,0,4,0,0,16 Nov 2014,v South Africa Perth,115
11,Glenn Maxwell,0,1,20,0,0,16 Nov 2014,v South Africa Perth,115
13,David Warner,0,-,-,1,0,16 Nov 2014,v South Africa Perth,115
2,Steve Smith,73*,-,-,0,0,19 Nov 2014,v South Africa Canberra,116
8,Josh Hazlewood,DNB,3,51,0,0,19 Nov 2014,v South Africa Canberra,116
10,Mitch Marsh,22,1,41,2,0,19 Nov 2014,v South Africa Canberra,116
13,David Warner,53,-,-,1,0,19 Nov 2014,v South Africa Canberra,116
15,Mitchell Starc.,DNB,4,32,0,0,19 Nov 2014,v South Africa Canberra,116
2,Steve Smith,TDNB,-,-,0,0,26 Jan 2015,v India Sydney,117
8,Josh Hazlewood,TDNB,0,25,0,0,26 Jan 2015,v India Sydney,117
10,Mitch Marsh,TDNB,1,21,0,0,26 Jan 2015,v India Sydney,117
11,Glenn Maxwell,TDNB,-,-,0,0,26 Jan 2015,v India Sydney,117
13,David Warner,TDNB,-,-,1,0,26 Jan 2015,v India Sydney,117
15,Mitchell Starc.,TDNB,1,11,0,0,26 Jan 2015,v India Sydney,117
19,Virat Kohli,3*,-,-,-,-,26 Jan 2015,v Australia Sydney,117
22,Ravindra Jadeja,DNB,-,-,-,-,26 Jan 2015,v Australia Sydney,117
27,Mohammed Shami,DNB,-,-,-,-,26 Jan 2015,v Australia Sydney,117
2,Steve Smith,40,-,-,0,0,1 Feb 2015,v England Perth,118
8,Josh Hazlewood,DNB,2,13,0,0,1 Feb 2015,v England Perth,118
10,Mitch Marsh,60,0,18,0,0,1 Feb 2015,v England Perth,118
11,Glenn Maxwell,95,4,46,2,0,1 Feb 2015,v England Perth,118
13,David Warner,12,-,-,0,0,1 Feb 2015,v England Perth,118
15,Mitchell Starc.,0*,0,40,0,0,1 Feb 2015,v England Perth,118
2,Steve Smith,5,0,19,2,0,14 Feb 2015,v England Melbourne,119
8,Josh Hazlewood,DNB,0,45,0,0,14 Feb 2015,v England Melbourne,119
10,Mitch Marsh,23,5,33,0,0,14 Feb 2015,v England Melbourne,119
11,Glenn Maxwell,66,0,33,0,0,14 Feb 2015,v England Melbourne,119
13,David Warner,22,-,-,0,0,14 Feb 2015,v England Melbourne,119
15,Mitchell Starc.,0*,2,47,1,0,14 Feb 2015,v England Melbourne,119
2,Steve Smith,95,-,-,1,0,4 Mar 2015,v Afghanistan Perth,120
8,Josh Hazlewood,DNB,2,25,0,0,4 Mar 2015,v Afghanistan Perth,120
10,Mitch Marsh,8,0,25,0,0,4 Mar 2015,v Afghanistan Perth,120
11,Glenn Maxwell,88,1,21,0,0,4 Mar 2015,v Afghanistan Perth,120
13,David Warner,178,-,-,1,0,4 Mar 2015,v Afghanistan Perth,120
15,Mitchell Starc.,DNB,2,18,0,0,4 Mar 2015,v Afghanistan Perth,120
2,Steve Smith,72,-,-,0,0,8 Mar 2015,v Sri Lanka Sydney,121
11,Glenn Maxwell,102,0,35,0,0,8 Mar 2015,v Sri Lanka Sydney,121
13,David Warner,9,-,-,1,0,8 Mar 2015,v Sri Lanka Sydney,121
15,Mitchell Starc.,0,2,29,0,0,8 Mar 2015,v Sri Lanka Sydney,121
2,Steve Smith,65,-,-,0,0,20 Mar 2015,v Pakistan Adelaide,122
8,Josh Hazlewood,DNB,4,35,0,0,20 Mar 2015,v Pakistan Adelaide,122
11,Glenn Maxwell,44*,2,43,0,0,20 Mar 2015,v Pakistan Adelaide,122
13,David Warner,24,-,-,0,0,20 Mar 2015,v Pakistan Adelaide,122
15,Mitchell Starc.,DNB,2,40,1,0,20 Mar 2015,v Pakistan Adelaide,122
2,Steve Smith,105,-,-,0,0,26 Mar 2015,v India Sydney,123
8,Josh Hazlewood,DNB,1,41,0,0,26 Mar 2015,v India Sydney,123
11,Glenn Maxwell,23,0,18,1,0,26 Mar 2015,v India Sydney,123
13,David Warner,12,-,-,0,0,26 Mar 2015,v India Sydney,123
15,Mitchell Starc.,DNB,2,28,0,0,26 Mar 2015,v India Sydney,123
16,Rohit Sharma,34,-,-,2,0,26 Mar 2015,v Australia Sydney,123
19,Virat Kohli,1,0,7,1,0,26 Mar 2015,v Australia Sydney,123
22,Ravindra Jadeja,16,0,56,0,0,26 Mar 2015,v Australia Sydney,123
27,Mohammed Shami,1*,0,68,0,0,26 Mar 2015,v Australia Sydney,123
28,Ravichandran Ashwin,5,1,42,0,0,26 Mar 2015,v Australia Sydney,123
2,Steve Smith,56*,-,-,0,0,29 Mar 2015,v New Zealand Melbourne,124
8,Josh Hazlewood,DNB,0,30,0,0,29 Mar 2015,v New Zealand Melbourne,124
11,Glenn Maxwell,DNB,1,37,0,0,29 Mar 2015,v New Zealand Melbourne,124
13,David Warner,45,-,-,0,0,29 Mar 2015,v New Zealand Melbourne,124
15,Mitchell Starc.,DNB,2,20,1,0,29 Mar 2015,v New Zealand Melbourne,124
2,Steve Smith,149,-,-,0,0,12 Jan 2016,v India Perth,125
8,Josh Hazlewood,DNB,1,41,0,0,12 Jan 2016,v India Perth,125
10,Mitch Marsh,12*,0,53,1,0,12 Jan 2016,v India Perth,125
11,Glenn Maxwell,6,0,22,0,0,12 Jan 2016,v India Perth,125
13,David Warner,5,-,-,0,0,12 Jan 2016,v India Perth,125
16,Rohit Sharma,171*,0,11,0,0,12 Jan 2016,v Australia Perth,125
19,Virat Kohli,91,0,13,2,0,12 Jan 2016,v Australia Perth,125
22,Ravindra Jadeja,10*,0,61,0,0,12 Jan 2016,v Australia Perth,125
28,Ravichandran Ashwin,DNB,2,68,0,0,12 Jan 2016,v Australia Perth,125
2,Steve Smith,46,-,-,1,0,15 Jan 2016,v India Brisbane,126
11,Glenn Maxwell,26*,0,33,1,0,15 Jan 2016,v India Brisbane,126
16,Rohit Sharma,124,-,-,0,0,15 Jan 2016,v Australia Brisbane,126
19,Virat Kohli,59,0,7,1,0,15 Jan 2016,v Australia Brisbane,126
22,Ravindra Jadeja,5,1,50,0,0,15 Jan 2016,v Australia Brisbane,126
28,Ravichandran Ashwin,1,0,60,0,0,15 Jan 2016,v Australia Brisbane,126
2,Steve Smith,41,-,-,0,0,17 Jan 2016,v India Melbourne,127
10,Mitch Marsh,17,0,12,0,0,17 Jan 2016,v India Melbourne,127
11,Glenn Maxwell,96,0,46,2,0,17 Jan 2016,v India Melbourne,127
16,Rohit Sharma,6,-,-,0,0,17 Jan 2016,v Australia Melbourne,127
19,Virat Kohli,117,-,-,0,0,17 Jan 2016,v Australia Melbourne,127
22,Ravindra Jadeja,6*,2,49,0,0,17 Jan 2016,v Australia Melbourne,127
2,Steve Smith,51,0,16,3,0,20 Jan 2016,v India Canberra,128
10,Mitch Marsh,33,2,55,0,0,20 Jan 2016,v India Canberra,128
11,Glenn Maxwell,41,0,10,0,0,20 Jan 2016,v India Canberra,128
13,David Warner,93,-,-,1,0,20 Jan 2016,v India Canberra,128
16,Rohit Sharma,41,-,-,1,0,20 Jan 2016,v Australia Canberra,128
19,Virat Kohli,106,-,-,1,0,20 Jan 2016,v Australia Canberra,128
22,Ravindra Jadeja,24*,0,51,0,0,20 Jan 2016,v Australia Canberra,128
2,Steve Smith,28,0,20,0,0,23 Jan 2016,v India Sydney,129
10,Mitch Marsh,102*,1,77,0,0,23 Jan 2016,v India Sydney,129
13,David Warner,122,-,-,1,0,23 Jan 2016,v India Sydney,129
16,Rohit Sharma,99,-,-,1,0,23 Jan 2016,v Australia Sydney,129
19,Virat Kohli,8,-,-,0,0,23 Jan 2016,v Australia Sydney,129
22,Ravindra Jadeja,DNB,0,46,1,0,23 Jan 2016,v Australia Sydney,129
24,Jasprit Bumrah,DNB,2,40,0,0,23 Jan 2016,v Australia Sydney,129
2,Steve Smith,18,-,-,0,0,3 Feb 2016,v New Zealand Auckland,130
8,Josh Hazlewood,0*,2,68,0,0,3 Feb 2016,v New Zealand Auckland,130
10,Mitch Marsh,0,2,35,0,0,3 Feb 2016,v New Zealand Auckland,130
11,Glenn Maxwell,0,0,30,0,0,3 Feb 2016,v New Zealand Auckland,130
13,David Warner,12,-,-,0,0,3 Feb 2016,v New Zealand Auckland,130
2,Steve Smith,2,-,-,2,0,6 Feb 2016,v New Zealand Wellington,131
8,Josh Hazlewood,DNB,3,61,0,0,6 Feb 2016,v New Zealand Wellington,131
10,Mitch Marsh,69*,2,30,1,0,6 Feb 2016,v New Zealand Wellington,131
11,Glenn Maxwell,6,0,26,1,0,6 Feb 2016,v New Zealand Wellington,131
13,David Warner,98,-,-,0,0,6 Feb 2016,v New Zealand Wellington,131
14,Adam Zampa,DNB,2,57,0,0,6 Feb 2016,v New Zealand Wellington,131
2,Steve Smith,21,-,-,1,0,8 Feb 2016,v New Zealand Hamilton,132
8,Josh Hazlewood,5*,2,45,0,0,8 Feb 2016,v New Zealand Hamilton,132
10,Mitch Marsh,41,3,34,0,0,8 Feb 2016,v New Zealand Hamilton,132
11,Glenn Maxwell,0,0,15,1,0,8 Feb 2016,v New Zealand Hamilton,132
13,David Warner,16,-,-,0,0,8 Feb 2016,v New Zealand Hamilton,132
14,Adam Zampa,2,1,45,0,0,8 Feb 2016,v New Zealand Hamilton,132
2,Steve Smith,6,-,-,0,0,5 Jun 2016,v West Indies Providence,133
8,Josh Hazlewood,DNB,0,13,0,0,5 Jun 2016,v West Indies Providence,133
10,Mitch Marsh,9*,1,5,0,0,5 Jun 2016,v West Indies Providence,133
11,Glenn Maxwell,0,1,3,1,0,5 Jun 2016,v West Indies Providence,133
13,David Warner,55*,-,-,1,0,5 Jun 2016,v West Indies Providence,133
14,Adam Zampa,DNB,3,16,1,0,5 Jun 2016,v West Indies Providence,133
15,Mitchell Starc.,DNB,2,37,0,0,5 Jun 2016,v West Indies Providence,133
2,Steve Smith,8,-,-,0,0,7 Jun 2016,v South Africa Providence,134
8,Josh Hazlewood,11*,2,20,1,0,7 Jun 2016,v South Africa Providence,134
10,Mitch Marsh,8,0,18,0,0,7 Jun 2016,v South Africa Providence,134
11,Glenn Maxwell,3,2,15,0,0,7 Jun 2016,v South Africa Providence,134
13,David Warner,1,-,-,0,0,7 Jun 2016,v South Africa Providence,134
14,Adam Zampa,0,1,46,0,0,7 Jun 2016,v South Africa Providence,134
2,Steve Smith,52*,-,-,1,0,11 Jun 2016,v South Africa Basseterre,135
8,Josh Hazlewood,DNB,3,52,0,0,11 Jun 2016,v South Africa Basseterre,135
10,Mitch Marsh,10,0,52,1,0,11 Jun 2016,v South Africa Basseterre,135
13,David Warner,109,-,-,0,0,11 Jun 2016,v South Africa Basseterre,135
14,Adam Zampa,DNB,3,52,0,0,11 Jun 2016,v South Africa Basseterre,135
15,Mitchell Starc.,DNB,3,43,0,0,11 Jun 2016,v South Africa Basseterre,135
2,Steve Smith,74,-,-,0,0,13 Jun 2016,v West Indies Basseterre,136
8,Josh Hazlewood,DNB,0,46,0,0,13 Jun 2016,v West Indies Basseterre,136
9,Travis Head,1,0,29,0,0,13 Jun 2016,v West Indies Basseterre,136
10,Mitch Marsh,16,0,30,0,0,13 Jun 2016,v West Indies Basseterre,136
14,Adam Zampa,DNB,2,60,0,0,13 Jun 2016,v West Indies Basseterre,136
2,Steve Smith,TDNB,-,-,0,0,19 Jun 2016,v South Africa Bridgetown,137
8,Josh Hazlewood,TDNB,-,-,0,0,19 Jun 2016,v South Africa Bridgetown,137
10,Mitch Marsh,TDNB,-,-,0,0,19 Jun 2016,v South Africa Bridgetown,137
11,Glenn Maxwell,TDNB,-,-,0,0,19 Jun 2016,v South Africa Bridgetown,137
15,Mitchell Starc.,TDNB,0,8,0,0,19 Jun 2016,v South Africa Bridgetown,137
2,Steve Smith,78,-,-,2,0,21 Jun 2016,v West Indies Bridgetown,138
8,Josh Hazlewood,DNB,1,40,0,0,21 Jun 2016,v West Indies Bridgetown,138
10,Mitch Marsh,79*,0,36,4,0,21 Jun 2016,v West Indies Bridgetown,138
11,Glenn Maxwell,46*,0,10,0,0,21 Jun 2016,v West Indies Bridgetown,138
15,Mitchell Starc.,DNB,3,51,0,0,21 Jun 2016,v West Indies Bridgetown,138
2,Steve Smith,46,-,-,2,0,26 Jun 2016,v West Indies Bridgetown,139
8,Josh Hazlewood,0*,5,50,1,0,26 Jun 2016,v West Indies Bridgetown,139
10,Mitch Marsh,32,3,32,0,0,26 Jun 2016,v West Indies Bridgetown,139
11,Glenn Maxwell,4,-,-,1,0,26 Jun 2016,v West Indies Bridgetown,139
14,Adam Zampa,5,1,50,0,0,26 Jun 2016,v West Indies Bridgetown,139
15,Mitchell Starc.,17,0,32,0,0,26 Jun 2016,v West Indies Bridgetown,139
2,Steve Smith,58,-,-,1,0,21 Aug 2016,v Sri Lanka Colombo (RPS),140
8,Josh Hazlewood,DNB,0,56,1,0,21 Aug 2016,v Sri Lanka Colombo (RPS),140
9,Travis Head,10,0,18,2,0,21 Aug 2016,v Sri Lanka Colombo (RPS),140
13,David Warner,8,-,-,0,0,21 Aug 2016,v Sri Lanka Colombo (RPS),140
14,Adam Zampa,DNB,0,34,0,0,21 Aug 2016,v Sri Lanka Colombo (RPS),140
15,Mitchell Starc.,5*,3,32,0,0,21 Aug 2016,v Sri Lanka Colombo (RPS),140
2,Steve Smith,30,-,-,1,0,24 Aug 2016,v Sri Lanka Colombo (RPS),141
9,Travis Head,31,0,41,0,0,24 Aug 2016,v Sri Lanka Colombo (RPS),141
13,David Warner,1,-,-,0,0,24 Aug 2016,v Sri Lanka Colombo (RPS),141
14,Adam Zampa,5,3,42,0,0,24 Aug 2016,v Sri Lanka Colombo (RPS),141
15,Mitchell Starc.,0,3,53,0,0,24 Aug 2016,v Sri Lanka Colombo (RPS),141
2,Steve Smith,59*,-,-,0,0,27 Sep 2016,v Ireland Benoni,142
9,Travis Head,DNB,-,-,0,0,27 Sep 2016,v Ireland Benoni,142
10,Mitch Marsh,DNB,1,43,0,0,27 Sep 2016,v Ireland Benoni,142
13,David Warner,48,-,-,0,0,27 Sep 2016,v Ireland Benoni,142
14,Adam Zampa,DNB,3,37,1,0,27 Sep 2016,v Ireland Benoni,142
2,Steve Smith,8,-,-,0,0,30 Sep 2016,v South Africa Centurion,143
9,Travis Head,18,0,16,2,0,30 Sep 2016,v South Africa Centurion,143
10,Mitch Marsh,31,0,66,0,0,30 Sep 2016,v South Africa Centurion,143
13,David Warner,40,-,-,0,0,30 Sep 2016,v South Africa Centurion,143
14,Adam Zampa,12,1,44,0,0,30 Sep 2016,v South Africa Centurion,143
2,Steve Smith,14,-,-,1,0,2 Oct 2016,v South Africa Johannesburg,144
9,Travis Head,51,0,21,0,0,2 Oct 2016,v South Africa Johannesburg,144
10,Mitch Marsh,19,2,68,0,0,2 Oct 2016,v South Africa Johannesburg,144
13,David Warner,50,-,-,1,0,2 Oct 2016,v South Africa Johannesburg,144
14,Adam Zampa,8,0,54,1,0,2 Oct 2016,v South Africa Johannesburg,144
2,Steve Smith,108,-,-,0,0,5 Oct 2016,v South Africa Durban,145
9,Travis Head,35,1,31,0,0,5 Oct 2016,v South Africa Durban,145
10,Mitch Marsh,2,1,61,0,0,5 Oct 2016,v South Africa Durban,145
13,David Warner,117,-,-,2,0,5 Oct 2016,v South Africa Durban,145
14,Adam Zampa,DNB,1,55,0,0,5 Oct 2016,v South Africa Durban,145
2,Steve Smith,21,-,-,0,0,9 Oct 2016,v South Africa Gqeberha,146
9,Travis Head,0,-,-,1,0,9 Oct 2016,v South Africa Gqeberha,146
10,Mitch Marsh,50,1,22,1,0,9 Oct 2016,v South Africa Gqeberha,146
13,David Warner,6,-,-,0,0,9 Oct 2016,v South Africa Gqeberha,146
14,Adam Zampa,5,1,32,1,0,9 Oct 2016,v South Africa Gqeberha,146
2,Steve Smith,0,-,-,1,0,12 Oct 2016,v South Africa Cape Town,147
9,Travis Head,35,0,49,0,0,12 Oct 2016,v South Africa Cape Town,147
10,Mitch Marsh,35,0,53,2,0,12 Oct 2016,v South Africa Cape Town,147
13,David Warner,173,-,-,0,0,12 Oct 2016,v South Africa Cape Town,147
14,Adam Zampa,6*,0,33,0,0,12 Oct 2016,v South Africa Cape Town,147
2,Steve Smith,18,-,-,0,0,19 Jan 2018,v England Brisbane,148
3,Alex Carey,27,-,-,1,0,19 Jan 2018,v England Brisbane,148
9,Travis Head,7,0,55,0,0,19 Jan 2018,v England Brisbane,148
10,Mitch Marsh,36,0,4,0,0,19 Jan 2018,v England Brisbane,148
12,Marcus Stoinis,4,0,34,0,0,19 Jan 2018,v England Brisbane,148
13,David Warner,35,-,-,1,0,19 Jan 2018,v England Brisbane,148
15,Mitchell Starc.,3,4,59,0,0,19 Jan 2018,v England Brisbane,148
2,Steve Smith,12,-,-,0,0,28 Jan 2018,v England Perth,149
8,Josh Hazlewood,0*,0,51,1,0,28 Jan 2018,v England Perth,149
9,Travis Head,22,-,-,0,0,28 Jan 2018,v England Perth,149
10,Mitch Marsh,13,2,24,1,0,28 Jan 2018,v England Perth,149
11,Glenn Maxwell,34,0,23,1,0,28 Jan 2018,v England Perth,149
12,Marcus Stoinis,87,-,-,1,0,28 Jan 2018,v England Perth,149
13,David Warner,15,-,-,2,0,28 Jan 2018,v England Perth,149
14,Adam Zampa,11,1,46,0,0,28 Jan 2018,v England Perth,149
15,Mitchell Starc.,0,1,63,0,0,28 Jan 2018,v England Perth,149
2,Steve Smith,20,-,-,0,0,7 Mar 2020,v South Africa Potchefstroom,150
3,Alex Carey,0,-,-,1,0,7 Mar 2020,v South Africa Potchefstroom,150
6,Marnus Labuschagne,108,-,-,1,0,7 Mar 2020,v South Africa Potchefstroom,150
8,Josh Hazlewood,DNB,2,37,0,0,7 Mar 2020,v South Africa Potchefstroom,150
10,Mitch Marsh,32,0,21,0,0,7 Mar 2020,v South Africa Potchefstroom,150
13,David Warner,4,-,-,1,0,7 Mar 2020,v South Africa Potchefstroom,150
14,Adam Zampa,DNB,1,45,0,0,7 Mar 2020,v South Africa Potchefstroom,150
2,Steve Smith,7,-,-,0,0,2 Dec 2020,v India Canberra,151
3,Alex Carey,38,-,-,1,0,2 Dec 2020,v India Canberra,151
5,Sean Abbott,4,1,84,0,0,2 Dec 2020,v India Canberra,151
6,Marnus Labuschagne,7,-,-,1,0,2 Dec 2020,v India Canberra,151
7,Cameron Green,21,0,27,0,0,2 Dec 2020,v India Canberra,151
8,Josh Hazlewood,7*,1,66,0,0,2 Dec 2020,v India Canberra,151
11,Glenn Maxwell,59,0,27,0,0,2 Dec 2020,v India Canberra,151
14,Adam Zampa,4,1,45,0,0,2 Dec 2020,v India Canberra,151
17,Hardik Pandya,92*,-,-,0,0,2 Dec 2020,v Australia Canberra,151
18,Shubman Gill,33,-,-,0,0,2 Dec 2020,v Australia Canberra,151
19,Virat Kohli,63,-,-,0,0,2 Dec 2020,v Australia Canberra,151
20,Shreyas Iyer,19,-,-,0,0,2 Dec 2020,v Australia Canberra,151
21,KL Rahul,5,-,-,2,0,2 Dec 2020,v Australia Canberra,151
22,Ravindra Jadeja,66*,1,62,1,0,2 Dec 2020,v Australia Canberra,151
23,Shardul Thakur,DNB,3,51,0,0,2 Dec 2020,v Australia Canberra,151
24,Jasprit Bumrah,DNB,2,43,0,0,2 Dec 2020,v Australia Canberra,151
26,Kuldeep Yadav,DNB,1,57,1,0,2 Dec 2020,v Australia Canberra,151
2,Steve Smith,48*,-,-,1,0,28 Aug 2022,v Zimbabwe Townsville,152
3,Alex Carey,10,-,-,0,0,28 Aug 2022,v Zimbabwe Townsville,152
7,Cameron Green,DNB,5,33,0,0,28 Aug 2022,v Zimbabwe Townsville,152
8,Josh Hazlewood,DNB,0,36,1,0,28 Aug 2022,v Zimbabwe Townsville,152
10,Mitch Marsh,2,1,22,1,0,28 Aug 2022,v Zimbabwe Townsville,152
11,Glenn Maxwell,32*,0,19,2,0,28 Aug 2022,v Zimbabwe Townsville,152
12,Marcus Stoinis,19,-,-,0,0,28 Aug 2022,v Zimbabwe Townsville,152
13,David Warner,57,-,-,0,0,28 Aug 2022,v Zimbabwe Townsville,152
14,Adam Zampa,DNB,3,57,2,0,28 Aug 2022,v Zimbabwe Townsville,152
15,Mitchell Starc.,DNB,1,27,1,0,28 Aug 2022,v Zimbabwe Townsville,152
2,Steve Smith,47*,-,-,0,0,31 Aug 2022,v Zimbabwe Townsville,153
3,Alex Carey,26*,-,-,2,0,31 Aug 2022,v Zimbabwe Townsville,153
7,Cameron Green,DNB,2,7,1,0,31 Aug 2022,v Zimbabwe Townsville,153
8,Josh Hazlewood,DNB,1,16,0,0,31 Aug 2022,v Zimbabwe Townsville,153
11,Glenn Maxwell,DNB,-,-,0,0,31 Aug 2022,v Zimbabwe Townsville,153
12,Marcus Stoinis,DNB,0,9,1,0,31 Aug 2022,v Zimbabwe Townsville,153
13,David Warner,13,-,-,0,0,31 Aug 2022,v Zimbabwe Townsville,153
14,Adam Zampa,DNB,3,21,0,0,31 Aug 2022,v Zimbabwe Townsville,153
15,Mitchell Starc.,DNB,3,24,1,0,31 Aug 2022,v Zimbabwe Townsville,153
2,Steve Smith,1,-,-,1,0,3 Sep 2022,v Zimbabwe Townsville,154
3,Alex Carey,4,-,-,2,0,3 Sep 2022,v Zimbabwe Townsville,154
7,Cameron Green,3,1,17,1,0,3 Sep 2022,v Zimbabwe Townsville,154
8,Josh Hazlewood,0,3,30,0,0,3 Sep 2022,v Zimbabwe Townsville,154
11,Glenn Maxwell,19,-,-,0,0,3 Sep 2022,v Zimbabwe Townsville,154
12,Marcus Stoinis,3,1,6,0,0,3 Sep 2022,v Zimbabwe Townsville,154
13,David Warner,94,-,-,0,0,3 Sep 2022,v Zimbabwe Townsville,154
14,Adam Zampa,1*,0,32,0,0,3 Sep 2022,v Zimbabwe Townsville,154
15,Mitchell Starc.,2,1,33,1,0,3 Sep 2022,v Zimbabwe Townsville,154
2,Steve Smith,1,-,-,2,0,6 Sep 2022,v New Zealand Cairns,155
3,Alex Carey,85,-,-,2,0,6 Sep 2022,v New Zealand Cairns,155
6,Marnus Labuschagne,0,-,-,0,0,6 Sep 2022,v New Zealand Cairns,155
7,Cameron Green,89*,0,33,0,0,6 Sep 2022,v New Zealand Cairns,155
8,Josh Hazlewood,DNB,3,31,0,0,6 Sep 2022,v New Zealand Cairns,155
11,Glenn Maxwell,2,4,52,1,0,6 Sep 2022,v New Zealand Cairns,155
12,Marcus Stoinis,5,0,25,0,0,6 Sep 2022,v New Zealand Cairns,155
13,David Warner,20,-,-,1,0,6 Sep 2022,v New Zealand Cairns,155
14,Adam Zampa,13*,1,38,1,0,6 Sep 2022,v New Zealand Cairns,155
15,Mitchell Starc.,1,1,43,1,0,6 Sep 2022,v New Zealand Cairns,155
2,Steve Smith,61,-,-,0,0,8 Sep 2022,v New Zealand Cairns,156
3,Alex Carey,12,-,-,0,0,8 Sep 2022,v New Zealand Cairns,156
5,Sean Abbott,7,2,1,0,0,8 Sep 2022,v New Zealand Cairns,156
6,Marnus Labuschagne,5,-,-,0,0,8 Sep 2022,v New Zealand Cairns,156
8,Josh Hazlewood,23*,0,11,0,0,8 Sep 2022,v New Zealand Cairns,156
11,Glenn Maxwell,25,0,9,1,0,8 Sep 2022,v New Zealand Cairns,156
12,Marcus Stoinis,0,1,14,0,0,8 Sep 2022,v New Zealand Cairns,156
13,David Warner,5,-,-,0,0,8 Sep 2022,v New Zealand Cairns,156
14,Adam Zampa,16,5,35,1,0,8 Sep 2022,v New Zealand Cairns,156
15,Mitchell Starc.,38*,2,12,0,0,8 Sep 2022,v New Zealand Cairns,156
